Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,India,IND,0.802240014,0.809880018,0.830370009,0.915700018,..,..,..,0.942560017,0.967050016,0.989970028,0.989049971,0.998529971,1.003399968,1.035693049,1.032517552,1.03027153
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,1.005599976,1.005380034,1.004559994
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Kuwait,KWT,1.018159986,1.037220001,..,1.062880039,1.072160006,1.068899989,1.039780021,1.012400031,1.021329999,1.009050012,1.001170039,0.987240016,1.037220001,1.033120036,1.037310004,1.048840046
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Mexico,MEX,0.989459991,0.996200025,1.001379967,1.009690046,1.005069971,1.00454998,1.008620024,1.013739944,1.019760013,1.024600029,1.025060058,1.024250031,1.023970008,1.020799994,1.022830009,1.029829979
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,New Zealand,NZL,1.033220053,..,1.059980035,1.055220008,1.029870033,1.029739976,1.023100019,1.013429999,1.026530027,1.017830014,1.028470039,1.035959959,1.038030028,1.04203999,1.038159966,1.035899997
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Spain,ESP,1.034129977,1.03155005,1.034540057,1.028640032,1.032070041,1.029659986,1.028059959,1.030709982,1.028620005,1.022050023,1.010599971,1.00387001,1.001449943,1.006940007,1.007079959,1.004529953
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Russian Federation,RUS,..,..,..,0.99921,..,0.992999971,0.991169989,0.988189995,0.985469997,0.991259992,..,0.991930008,0.990980029,0.991850019,0.988669991,0.988810003
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Qatar,QAT,1.033579946,1.061120033,0.996140003,0.944350004,0.904500008,0.940699995,1.035130024,..,..,..,0.996550024,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,United Kingdom,GBR,1.005599976,1.005130053,1.008419991,1.019610047,1.016129971,1.016250014,1.018839955,1.012869954,1.007480025,1.004840016,0.999549985,1.003440022,0.999750018,1.024189949,1.02165997,1.016409993
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,United States,USA,..,..,..,..,..,1.00387001,..,..,..,..,..,..,..,0.997099996,1.004230022,1.005079985
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Australia,AUS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Bangladesh,BGD,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,France,FRA,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,India,IND,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mexico,MEX,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,New Zealand,NZL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Singapore,SGP,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Spain,ESP,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Qatar,QAT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,0.4,0.5,0.5,0.4,0.4,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Vietnam,VNM,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4
Forest area (sq. km),AG.LND.FRST.K2,Australia,AUS,1318141,1315873,1313605,1311337,1309069,1306801,1304533,1302265,1299997,1297729,1295461,1302557.8,1309654.6,1316751.4,1323848.2,1330945
Forest area (sq. km),AG.LND.FRST.K2,Bangladesh,BGD,19203.281,19171.295,19139.309,19107.323,19075.337,19043.351,19011.365,18979.379,18947.393,18915.406,18883.42,18873.536,18863.652,18853.768,18843.884,18834
Forest area (sq. km),AG.LND.FRST.K2,Belgium,BEL,6673,6695.57,6718.14,6740.71,6763.28,6785.85,6808.42,6830.99,6853.56,6876.13,6898.7,6897.56,6896.42,6895.28,6894.14,6893
Forest area (sq. km),AG.LND.FRST.K2,Canada,CAN,3478019.7,3477539.94,3477060.18,3476580.42,3476100.66,3475620.9,3475141.14,3474661.38,3474181.62,3473701.86,3473222.1,3472809.1,3472396.1,3471983.1,3471570.1,3471157.1
Forest area (sq. km),AG.LND.FRST.K2,China,CHN,1770005.5,1793615.33,1817225.16,1840834.99,1864444.82,1888054.65,1911664.48,1935274.31,1958884.14,1982493.97,2006103.8,2025471.54,2044839.28,2064207.02,2083574.76,2102942.5
Forest area (sq. km),AG.LND.FRST.K2,France,FRA,152880,154011,155142,156273,157404,158535,159666,160797,161928,163059,164190,165024,165858,166692,167526,168360
Forest area (sq. km),AG.LND.FRST.K2,Germany,DEU,113540,113595,113650,113705,113760,113815,113870,113925,113980,114035,114090,114110,114130,114150,114170,114190
Forest area (sq. km),AG.LND.FRST.K2,India,IND,675910,677815,679720,681625,683530,685435,687340,689245,691150,693055,694960,697624,700288,702952,705616,708280
Forest area (sq. km),AG.LND.FRST.K2,Japan,JPN,248760,248850,248940,249030,249120,249210,249300,249390,249480,249570,249660,249616,249572,249528,249484,249440
Forest area (sq. km),AG.LND.FRST.K2,Kuwait,KWT,48.5,49.9,51.3,52.7,54.1,55.5,56.9,58.3,59.7,61.1,62.5,62.5,62.5,62.5,62.5,62.5
Forest area (sq. km),AG.LND.FRST.K2,Mexico,MEX,683813.5,682375.46,680937.42,679499.38,678061.34,676623.3,675185.26,673747.22,672309.18,670871.14,669433.1,668208.3,666983.5,665758.7,664533.9,663309.1
Forest area (sq. km),AG.LND.FRST.K2,New Zealand,NZL,98504.4,98502.08,98499.76,98497.44,98495.12,98492.8,98490.48,98488.16,98485.84,98483.52,98481.2,98478.18,98475.16,98472.14,98469.12,98466.1
Forest area (sq. km),AG.LND.FRST.K2,Singapore,SGP,170.135,170.861,171.588,172.315,173.042,173.769,174.496,175.223,175.95,176.677,177.404,174.866,172.328,169.79,167.252,164.714
Forest area (sq. km),AG.LND.FRST.K2,Spain,ESP,170939.3,172390.71,173842.12,175293.53,176744.94,178196.35,179647.76,181099.17,182550.58,184001.99,185453.4,185465.08,185476.76,185488.44,185500.12,185511.8
Forest area (sq. km),AG.LND.FRST.K2,Russian Federation,RUS,8092685,8098552.1,8104419.2,8110286.3,8116153.4,8122020.5,8127887.6,8133754.7,8139621.8,8145488.9,8151356,8150945.72,8150535.44,8150125.16,8149714.88,8149304.6
Forest area (sq. km),AG.LND.FRST.K2,Qatar,QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forest area (sq. km),AG.LND.FRST.K2,United Kingdom,GBR,29540,29645,29750,29855,29960,30065,30170,30275,30380,30485,30590,30782,30974,31166,31358,31550
Forest area (sq. km),AG.LND.FRST.K2,United Arab Emirates,ARE,3094.3,3102.17,3110.04,3117.91,3125.78,3133.65,3141.52,3149.39,3157.26,3165.13,3173,3173,3173,3173,3173,3173
Forest area (sq. km),AG.LND.FRST.K2,United States,USA,3035360,3040544,3045728,3050912,3056096,3061280,3066464,3071648,3076832,3082016,3087200,3089950,3092700,3095450,3098200,3100950
Forest area (sq. km),AG.LND.FRST.K2,Vietnam,VNM,117841,119444.96,121048.92,122652.88,124256.84,125860.8,127464.76,129068.72,130672.68,132276.64,133880.6,135228.2,136575.8,137923.4,139271,140618.6
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Australia,AUS,40.32017083,41.38255973,44.48157322,47.46067051,51.24406282,54.83595447,60.11432489,66.86641282,74.61158901,82.38248372,89.64536761,91.51130043,79.18513156,67.3131379,71.6109638,146.4876021
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Bangladesh,BGD,..,..,..,..,..,..,..,..,3.609370282,3.791467517,4.002720057,4.261471056,4.539381135,4.812361615,5.104041709,5.438491182
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Belgium,BEL,48.5472387,51.82392819,55.82842802,57.4010035,60.51632712,63.0512959,65.5437601,68.89473336,70.16238017,70.19918745,72.80426772,86.72725177,83.77471285,92.36799355,99.4482023,115.75753
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Canada,CAN,27.78277613,28.33504119,29.2470472,29.83202799,30.81305424,31.86265286,32.76619028,33.51002113,34.91235235,34.99060641,37.62185488,40.54837801,40.31175444,40.32119682,42.35901547,43.5630791
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,China,CHN,5.028331849,5.441159004,5.931251829,6.51907681,7.170090738,7.977868008,8.772660514,10.0087509,10.83369385,11.7076352,12.87272077,13.90853449,14.90706023,15.95816394,17.41474316,18.69137053
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,France,FRA,62.58599869,64.16603144,65.24065211,65.0445608,66.1479081,66.5149213,70.74126073,75.3275049,81.6644059,79.84643327,81.09621167,78.56381792,84.65955497,87.98812337,88.37386519,86.75446874
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Germany,DEU,63.16892527,65.67677745,67.26404031,68.59013394,71.31480161,77.08633261,86.33772293,96.50196787,96.70780794,90.51813477,93.60326131,105.4402821,115.5858577,127.8019677,132.1617633,135.7294933
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,India,IND,1.311492345,1.341656476,1.359947556,1.433148226,1.621749091,1.739922894,1.869147693,2.000607657,2.050406461,2.198862029,2.372042522,2.496368742,2.632580326,2.800699706,3.008237929,3.248784268
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Japan,JPN,44.10127815,45.77807886,47.41063287,48.33303685,49.59011233,50.69040759,51.59632657,52.57714323,52.4173974,49.89813504,52.08234234,52.23494943,53.09595109,54.30713344,54.61578127,55.61903994
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Kuwait,KWT,160.1975227,153.9695665,152.3750386,170.4113563,179.4654955,190.0124635,195.9098908,199.4644428,196.6601755,176.06852,165.8370074,175.6151424,181.086208,177.329216,172.7124395,168.5308887
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Mexico,MEX,12.85648389,12.69092582,12.06840249,11.84960973,12.23230821,12.35037261,12.77144803,12.79002683,12.75291874,12.57385301,12.72110206,13.21196457,13.15525806,13.50975565,13.35813714,13.68045305
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,New Zealand,NZL,35.09490104,33.79473985,33.08224757,32.48261829,31.85267736,31.12492259,30.37377933,30.83337001,30.04877836,29.57949426,29.60730861,24.72015722,21.35717486,18.98923168,17.38104125,18.03184518
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Singapore,SGP,74.61965488,70.59495962,71.1937063,71.41757605,75.46060531,78.71860547,93.5466902,112.0945301,126.4687815,142.8356852,187.5799145,233.505038,285.9280931,362.1784215,459.4241674,606.9047213
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Spain,ESP,26.89689109,28.18818423,29.20184057,29.53744683,29.92723584,30.48713931,32.81656378,35.1956611,35.70797207,33.08937892,34.19410345,33.85760684,31.3538078,35.11846664,35.05704842,37.96118601
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Russian Federation,RUS,10.28237462,12.39025192,13.05806853,14.10423341,15.22068439,15.16656147,17.75995205,19.40083547,20.54968654,19.0776882,17.94351918,21.0847334,21.20209453,22.635311,19.64298842,21.83666021
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Qatar,QAT,205.5560048,200.5727298,200.9103019,196.3748663,221.3590214,229.8087371,284.5091741,329.4968306,380.6855059,418.6307403,491.9112573,548.1373483,564.3818595,585.8577803,612.4583655,646.9598223
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,United Kingdom,GBR,184.8657232,187.6696152,189.8024027,194.5176626,197.8535229,201.8900948,204.997503,320.0022311,325.8625109,313.6445267,321.9271991,349.8775748,340.2464015,363.0109557,393.4475307,359.663964
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,United Arab Emirates,ARE,82.89745088,85.59422153,89.31013222,99.01407324,95.66388333,89.7058915,99.08063745,102.8097325,106.6902407,101.6705855,103.8901052,111.7261488,117.7390957,124.4101136,130.3499894,140.0147874
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,United States,USA,29.048153,29.25740215,29.69103087,30.45721462,31.56436662,32.59557436,34.36132153,35.97417797,36.99115758,37.02978158,39.12834262,39.24558275,39.66169965,39.91594764,40.35332261,40.96800188
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Vietnam,VNM,1.302334164,1.344727125,1.391237455,1.451493,1.520924505,1.594746702,1.706027406,1.827658707,1.931136561,2.035377334,2.166114469,2.305031239,2.431912735,2.566969014,2.731826096,2.92270334
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Australia,AUS,5680.902876,5486.0561,5614.26335,5618.086484,5652.763331,5624.192019,5778.281818,5868.340898,5964.666056,5862.564646,5793.116026,5745.23219,5575.287093,5468.391369,5334.681679,5483.816402
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Bangladesh,BGD,141.3536088,151.7153229,152.4800174,157.8900865,158.1630412,161.7588677,171.2278354,177.0200969,184.1564385,192.0439481,205.6245892,210.7342601,218.4035193,220.2323144,227.1281031,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Belgium,BEL,5669.358176,5634.215487,5390.719733,5590.025976,5592.98875,5555.615784,5470.491824,5336.963212,5454.667159,5196.581983,5539.472223,5092.316147,4845.488295,4997.463306,4708.221218,4687.787049
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Canada,CAN,8265.079925,8056.349425,7993.879384,8341.343144,8455.547014,8422.034308,8239.946371,8213.389543,8194.880771,7797.121136,7788.560786,7911.554588,7733.411655,7743.725742,7897.855615,7631.34157
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,China,CHN,898.9873131,928.8114337,984.8107146,1118.431773,1268.132904,1393.691324,1515.173678,1630.171029,1672.90412,1778.433519,1954.722556,2085.083022,2149.602569,2204.243299,2224.354898,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,France,FRA,4134.874579,4245.315949,4224.718316,4270.12047,4300.95454,4286.543803,4188.389999,4115.173039,4110.284802,3913.225472,4016.658441,3846.928314,3836.514548,3833.324932,3659.087795,3692.017833
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Germany,DEU,4094.06036,4209.796087,4108.401299,4084.503346,4114.389928,4086.503407,4204.654689,3985.811955,4036.830781,3790.501152,3997.079421,3869.816229,3876.948104,3939.529563,3779.461921,3817.549415
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,India,IND,416.0832875,414.4834306,419.3542748,422.0570988,437.1330757,447.0279363,463.3997779,482.4564401,499.0387996,541.9943768,558.7865616,574.6241119,595.0623412,600.9660369,630.9008678,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Japan,JPN,4083.831697,4008.268032,3991.977567,3953.184508,4078.210542,4062.979049,4053.883437,4012.654245,3858.434521,3678.511133,3893.266604,3610.812169,3537.36317,3567.629354,3470.763129,3428.557216
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kuwait,KWT,9673.324888,10029.64391,10033.67696,10421.28788,10851.49207,11757.02547,10858.52639,10477.53303,10831.52328,11235.78509,10898.25356,10299.96899,10956.1058,9580.126576,9006.504972,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mexico,MEX,1532.540881,1562.396111,1546.396492,1614.142104,1607.916896,1694.093928,1709.286068,1675.920383,1637.979259,1619.890064,1552.998838,1608.552539,1656.138003,1637.790788,1582.906623,1559.118998
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,New Zealand,NZL,4430.227856,4407.618864,4337.380524,4197.593862,4239.645749,4095.143085,4047.318023,4054.495004,4082.723367,4073.238042,4225.094582,4177.025547,4357.809714,4360.305936,4553.026901,4431.514731
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Singapore,SGP,4634.72585,5145.885754,5065.984507,6216.739177,7370.652877,5055.96632,5264.398658,4677.204306,5094.135714,4257.776277,5006.620992,5069.171794,4898.330465,4880.40607,5121.804318,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Spain,ESP,3003.761672,3060.881809,3107.867341,3157.227264,3238.502447,3251.397133,3194.081246,3180.03342,3026.338408,2757.691412,2742.877182,2689.684337,2683.367935,2512.105919,2464.641291,2571.340962
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Russian Federation,RUS,4224.277198,4288.382631,4288.193851,4461.30532,4493.687215,4540.908156,4688.391023,4709.844887,4823.125995,4531.286463,4819.040782,5049.426631,5167.010353,5078.626342,4942.875483,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Qatar,QAT,16906.15029,17777.15956,19140.33786,18879.89446,21420.6285,19635.42435,19300.10738,17969.10689,15748.64655,15049.49717,16131.58125,17344.59261,19987.58435,19819.98289,19903.47511,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Kingdom,GBR,3785.753126,3784.928174,3685.869487,3731.609718,3694.478595,3686.359905,3598.810406,3441.640219,3361.980517,3145.585662,3230.615984,2972.153065,3042.859871,2987.700589,2777.310987,2764.516671
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Arab Emirates,ARE,9624.118219,11638.61944,10973.90836,10287.49322,10480.61534,10394.30034,9430.146109,8537.916952,8487.835981,7501.040582,7273.249301,7502.562096,7892.705906,7992.442167,7975.790608,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United States,USA,8056.86385,7827.886325,7843.344849,7794.23553,7881.578642,7846.499688,7697.652535,7758.165986,7488.081921,7056.783653,7161.426552,7029.954601,6872.027284,6905.598633,6960.683997,6803.996607
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Vietnam,VNM,363.7421975,383.9437798,414.6877096,430.9342311,473.4193065,496.1595327,503.5174231,536.6172064,568.1850423,613.5688892,673.9646144,666.4751386,671.0650187,663.8873828,..,..
